Doc_Id,Review,Cleaned Data,Sentimental Analysis
Review 36,"While the trailers for this movie have may seemed like there was potential for an action packed movie, this movie, clearly before it came to theaters was intended to be a progressive character study. You shouldn't go into this movie expecting intense action or the joker we know of the past. This is a movie about how Arthur Fleck becomes the Joker.

I have seen so many bad reviews about how boring or slow the movie is, but I believe it was utter perfection. The first part of the movie we begin to understand Arthur as a person. All of his interactions with everyone in his life, be it good or bad. The whole point of a character study is evolution. And this is far and away one of the greatest evolutions of a character I have ever seen in a movie.

Joaquin Phoenix's performance is by far the best acting I have seen in a movie possibly in the last few decades. We see a challenged person be challenged by society and it completely breaks him down over time. And Joaquin isn't acting, he is evolving all throughout the movie. If anyone thinks he doesn't put on an Oscar winning performance, they're out of their effing mind. Yes, the movie is slow to start, but it has to be. We couldn't just jump into the joker and all the chaos. We need to know where it came from to begin with.

The whole compilation of the movie is amazing. The complete Oscar deserving performance of Joaquin, the choreography, the cinematography, the score. Everything is in perfect harmony. While there may have been a lot of controversy surrounding this movie, the team put together a perfect movie and I pity those who can't appreciate the tears and sweat and emotion that went into making this movie.

I have always been so one sided in my movie preferences between Marvel and DC. I feel like Marvel is sooo much better overall and most movies DC puts out are trash. But Joker is far and away my favorite comic movie. Even though it takes a completely different spin on comic movies. You have to appreciate the evolution to appreciate this movie. It's not an action movie, but it's really rips and tears at all the emotions in one movie while adding a wild suspenseful kick. No other comic book movie has done that before.",trailer movi may seem like potenti action pack movi movi clearli came theater intend progress charact studi shouldn go movi expect intens action joke know past movi arthur fleck becom joke seen mani bad review bore slow movi believ utter perfect first part movi begin understand arthur person interact everyon life good bad whole point charact studi evolut far away one greatest evolut charact ever seen movi joaquin phoenix perform far best act seen movi possibl last decad see challeng person challeng societi complet break time joaquin isn act revolv throughout movi anyon think doesn put oscar win perform there eat mind ye movi slow start couldn jump joke chao need know came begin whole compil movi amaz complet oscar deserv perform joaquin choreographi cinematographi score everyth perfect harmoni may lot controversi surround movi team put togeth perfect movi piti can appreci tear sweat emot went make movi alway one side movi refer marvel do feel like marvel soon much better overal move do put trash joke far away favorit comic movi even though take complet differ spin comic move appreci evolut appreci movi action movi realli lip tear emot one movi ad wild suspens kick comic book movi done,Neutral
Review 37,Don't waste 2 hours of your life this movie is the baddest i've seen in a long time. Crappy writing and no good storyline...it was boring. I went to the pay counter to ask my money back for the 2 hours of torture...they can't do people like this. And for all the people with 10/10(the reason why i went) you're a joke.,dont wast 2 hour life movi saddest give seen long time happi write good storylineit bore went pay counter ask money back 2 hour torturethey can peopl like peopl 1010the reason went your joke,Negative
Review 38,"What an incredible ride this was. I was almost motionless throughout, watching in awe the performance of a lifetime - the transition from troubled man to monster, the hounding score which directly drove the goosebumps, the cinematography which made you feel like you were flying through Gotham looking for Arthur yourself and the masterful De Niro who gave his nod to Jerry Lewis. Ignore DC. Ignore Batman. This is a work of art in its own right.",incred ride almost motionless throughout watch awe perform lifetim transit troubl man monster found score directli drove goosebump cinematographi made feel like fli gothic look arthur wast de no gave nod merri lewi ignor do ignor batman work art right,Positive
Review 39,"I don't understand the high ratings. I went to the cinema with high expectations, only to discover that the movie was slow as anything and was almost finished before the first killing happened. It was a dreadful time having to wait for something to happen. But yes, once the movie was finished and I finally walked out, I got the cosmic joke; I was the joker, trusting the reviews and leaving disappointed in disbelief I actually paid for watching it.",dont understand high rate went cinema high expect discov movi slow anyth almost finish first kill happen dread time wait someth happen ye movi finish final walk got comic joke joke trust review leav disappoint disbeliev actual paid watch,Positive
Review 40,"Joaquín Phoenix's unconvincing laughing, and looking like a beaten dog had brutaly ennoyed me after 5 minutes. The world is mean and bad, and you can only be bad and hit back. Chaos, anarchy, whatever .. inspires bye a clown who killed 3 bullies. More of this stupid excess of brutality in the name of... what? Yes. It is the same director as in the hangover 3. I don't want to be a partir of this. Brutal and boring.",joaquín phoenix convinc laugh look like beaten dog brutal enjoy 5 minut world mean bad bad hit back chao anarchi whatev inspir bye clown kill 3 gulli stupid excess brutal name ye director hanov 3 dont want parti brutal bore,Negative
Review 41,"Masterpiece, one of the best films of the decade, it has it all, acting, directing, setting, photography, soundtrack, in a few years this film will be a cult one.",masterpiec one best film decad act direct set photographi soundtrack year film cult one,Positive
Review 42,"This film is about mental illness. Specifically, a mental illness called creative diarrhoea. In the film, a band of Hollywood's most insipid producers, writers, directors and other such riffraff suffering from this ailment got together for a group therapy session, in which the therapist, a Hollywood mogul, had them 'let it all out', gathered the refuse and flogged it off for a few hundred million dollars.

Seriously though, there is sooo much wrong with this movie. I won't even start with how I knew that a Joker sob story had no hope of (artistic) success, nor with why I went I went to see it anyway. I'll start by pointing out other reviewers' observation that this is not even the Joker. He's not suave, he's not witty, there are no lethal gimmicks, no morbid jokes, no anarchism, and he isn't a criminal mastermind. He's just a loser that goes off on a school shooter streak.

Secondly, this is not, as I said earlier, a film about mental illness. It is a mockery of it, cashing in on the increasing awareness about mental health. There is not one concept about psychosis or other mental health problems judiciously explored in the movie (an illness which causes the sufferer to laugh in inappropriate situations? Seriously?!). All you're getting here is a downtrodden loner being subjected to beatings and injustices designed to spark indignation in the viewer, then going off on a murder spree.

With regards to the much-praised acting, it's a mystery to me how anyone could have come to a judgement of Phoenix's theatrical achievement based off such an asinine script, because I can't. Not that you should devote an iota of attention to any of these positive reviews, because I'm fairly confident that there is some large-scale review rigging going on.

The plot is one dimensional and juvenile, the dialogue as engaging as a monotone nursery rhyme and the character development shallow. There were goofs left right and centre, like revolvers with zero recoil and 8 bullets. Why did Arthur keep dancing? Why did we need to see Arthur fondling himself? Why is he so emaciated? Why so much smoking? I watched so many close-ups of cigarettes burn out it makes me wonder if the film was sponsored by the tobacco industry.

The two positives in the movie for me were firstly, the final talk show scene, littered though it was with imperfections like the rest of the movie, which did have me sitting a little less slouched in my seat. Also, there were some interesting theories presented tying the Joker with the Batman.

With the bar set so high by The Dark Knight, no director seeking artistic acclaim will go near the Joker for many years to come, maybe ever, but on the other hand, the Joker character has been rendered a boon for Hollywood opportunists, and this is the second time we've seen the character butchered in a low effort high budget money maker. This one will be forgotten quick, but I don't know how long it will be before the Joker himself recovers.",film mental ill specif mental ill call creativ diarrhoea film band hollywood insipid produc writer director riffraff suffer aliment got togeth group therapi session therapist hollywood soul let gather refus flog hundr million dollar serious though soon much wrong movi wont even start knew joke sob stori hope artist success went went see anyway ill start point review observ even joke he suav he witti lethal gimmick morbid joke anarchist isn crimin master he lower goe school shorter streak secondli said earlier film mental ill monkey wash increas awar mental health one concept sycosi mental health problem judici explor movi ill caus suffer laugh inappropri situat serious your get downtrodden longer subject beat injustic design spark indign viewer go murder spree regard muchprais act mysteri anyon could come judgement phoenix theatric achiev base quinin script can devot iota attent posit review in fairli confid largescal review rig go plot one dimens juvenil dialogu engag monotoni nurseri rhyme charact develop shallow good left right centr like revolv zero recoil 8 bullet arthur keep danc need see arthur foundl emaci much smoke watch mani close cigarett burn make wonder film sponsor tobacco industri two posit movi firstli final talk show scene litter though imperfect like rest movi sit littl le slough seat also interest theori present tie joke batman bar set high dark knight director seek artist claim go near joke mani year come mayb ever hand joke charact render boon hollywood opportun second time were seen charact butcher low effort high budget money maker one forgotten quick dont know long joke recov,Neutral
Review 43,"Joker is literally an achievement in cinematic history there's no doubt in that ! But why people comparing it with Endgame ? Both movies have their own ways and they are completely different. Endgame was the best at its genre. Talking about Joker ... What can I say ... A beautiful presentation of storyline , direction , screenplay was all at its peak of greatness ... Heath ledger smiling down to earth :)",joke liter achiev cinemat histori there doubt peopl compar engag move way complet differ engag best gene talk joke say beauti present storylin direct screenplay peak great heath ledger smile earth,Negative
Review 44,"I'm keeping it short, the movie sucks.

Yes, I know there's a need to build character and crap, and I think it's important for any good movie.

Same goes with this, I get it Joker was a troubled man, I get his frustration, but I don't need 2 hours of the movie telling me the same crap over and over again.

Give the guy an Oscar for performance but throw this movie into the trash right after.",in keep short movi suck ye know there need build charact cap think import good movi goe get joke troubl man get frustrat dont need 2 hour movi tell cap give guy oscar perform throw movi trash right,Positive
Review 45,"The reviews here are making this film out to be far better than it actually is. Don't get me wrong, technically, it is extremely well done and Phoenix's performance is really quite extraordinary (he is definitely looking at an Oscar nomination), but despite excellent writing, acting and direction....

....the film is kinda boring.

It had its moments, and, sure, it has some very disturbing elements but....If I had a watch, I would have looked at it many times as what this film lacks is...excitement.

The final act is most excellent, but it felt like it took forever to get to it.",review make film far better actual dont get wrong technic extrem well done phoenix perform realli quit extraordinari definit look oscar nomin despit excel write act direct film kind bore moment sure disturb element but watch would look mani time film lack excit final act excel felt like took forev get,Neutral
Review 46,"I have never left a review for any title, good or bad but this is such a piece of garbage that I registered an IMDB account just to vent my opinion. I want these 2 hours of my life back",never left review titl good bad piec garag regist limb account vent opinion want 2 hour life back,Negative
Review 47,"This movie is a masterpiece! It absolutely epitomizes what a DC movie should be. Dark, emotional, thought provoking, not just action action action. One of the best movies I've seen in a long time.

Critics have definitely lost touch with the public and should be ignored on this one. Do yourself a favor and watch it!

And remember to be good to one another. You dont know what someone else is going through.",movi masterpiec absolut epitom do movi dark emot thought provok action action action one best move give seen long time critic definit lost touch public ignor one favor watch rememb good one anoth dont know someon el go,Positive
Review 48,Creative actor Joaquin creativity embodied the role of the Joker film deserves more than 10,creativ actor joaquin creativ embodi role joke film deserv 10,Neutral
Review 49,"I'm making sure to give this movie 1 star because it's definitely not a 8.9 - that's a lie.

Joker is not an amazing movie. It's far from great. More to the boring side.

It lacks plot twist and focus too much on character development. How many times someone needs to get punched in the face before they go crazy?

He suffers, gets fired, has a mental illness, nobody loves him, he's sad and he cries and he laughs and he laughs again. And he kills some people, and that's it, that's the movie.",in make sure give movi 1 star definit 89 that lie joke amaz movi far great bore side lack plot twist focu much charact develop mani time someon need get punch face go crazi suffer get fire mental ill nobodi love he sad cri laugh laugh kill peopl that that movi,Positive
Review 50,"DC can STILL give us a compelling movie. Wasn't quite hyped about it, I mean, an origin story of a villain made by the director of Hangover movies; what could I even expect? Then, the reviews started to drop. Still wasn't sure if I would like it. And after I saw it, it was way better than I thought it would be. I won't call it a masterpiece, but it definitely is on my top 3 DC films of all times!

Good : There's hardly anything bad about Joker. Joaquin Phoenix does a great job of bringing the character into life. Rather than a typical superhero/supervillain origin story, we get to see a psychological drama + horror, and thank God, we got that. I love the genre, I love films like Infinity War, Days of Future Past, Endgame and Raimi's Spider-Man. But occasionally, it's really good to take a break from such films. It's, kind of, in the category of films like Unbreakable. Basically, the movie is (no spoilers ahead) Arthur, being tormented by the society and being a mentally unstable loner, loses his mind after the constant torment and after that, all hell breaks loose. That's all the movie shows. It would be quite difficult to give a really good story for a plot like this, since there are many movies with this kind of plot (awfully crappy ones included). I completely liked this movie, means the screenplay and direction worked for me. You can feel for Arthur, whenever the movie asks you to. You want to root for Arthur, but you know that it will mean some incredibly terrible things will happen. We see him slowly transition into Joker, and when he completely turns into the Joker it is worth a round of applause. We feel good as well as terrified with the actions of the Joker whenever he snaps and crazy stuff happens. Without getting into spoilers, I would say - in short - that it has many quotable lines and each of them make sense. Whatever Joker (a psychopath) says is more realistic than what a sane person says. And obviously has some sick, terrifying and gruesome Joker moments that a proper Joker movie should have. If it's not clear by the trailers, there's no Batman here. But (again, no spoilers) it does have some Batman references to support the movie. It could've created a mess and might have felt like a shoehorned plotline, but it plays out as a proper support for the main story and the transition of Arthur into Joker.

Mixed : It is a good thing that the movie has a 70s psycho horror vibe to it. But, it could've been more original. Like many others have pointed out, it's similar to Taxi Driver by Scorsese. While it wasn't a copy and paste of Taxi Driver, but some parts make it obvious that the movie was inspired by Taxi Driver. Not necessarily a bad thing, the movie has the elements as a homage-ish way, but looking at how well made it was, it could've been slightly more original. And, it may feel a bit slow for some people, though it's worth your time.

My take on the controversy : It can happen that some morons might watch this film and cause violence. It can happen with any violent movie. But, even though it justified the Joker's actions, it doesn't show them to be right. Speaking of violence, it's just psychologically compelling horror. It's less violent than Deadpool, but feels more violent as it's a serious movie. So, glorification and siding with a psychopath is a complete and total nonsense.

Conclusion : It's a must watch. You don't need to follow any of the DC movies to understand it. But do not expect it to be a typical superhero action film with CGI battles and a spectacle. Wrong expectations might ruin the experience. Else, I found it to be better than The Dark Knight Rises. And TDKR is one of my favorites in the genre. If a Nolan movie is replaced by another movie in my list, you may consider it to be great. One last thing, people causing violence because of Joker would be equivalent to The Good, The Bad and The Ugly inspiring three people to have a gun duel for some gold.

Rating:

Score : 10/10

Grade : A+",do still give u compel movi want quit hope mean origin stori villain made director hanov move could even expect review start drop still want sure would like saw way better thought would wont call masterpiec definit top 3 do film time good there hardli anyth bad joke joaquin phoenix great job bring charact life rather typic superherosupervillain origin stori get see psycholog drama horror thank god got love gene love film like infin war day futur past engag aim spiderman occasion realli good take break film kind categori film like unbreak basic movi soiler ahead arthur torment societi mental unstabl longer lose mind constant torment hell break loo that movi show would quit difficult give realli good stori plot like sinc mani move kind plot aw happi one includ complet like movi mean screenplay direct work feel arthur whenev movi ask want root arthur know mean incred terribl thing happen see slowli transit joke complet turn joke worth round applaus feel good well terrifi action joke whenev snap crazi stuff happen without get soiler would say short mani suitabl line make sen whatev joke psychopath say realist sane person say obvious sick terrifi gruesom joke moment proper joke movi clear trailer there batman soiler batman refer support movi could creat mess might felt like shoehorn plotlin play proper support main stori transit arthur joke mix good thing movi wa psychic horror vice could origin like mani other point similar taxi driver score want copi past taxi driver part make obviou movi inspir taxi driver necessarili bad thing movi element homageish way look well made could slightli origin may feel bit slow peopl though worth time take controversi happen mormon might watch film caus violenc happen violent movi even though justifi joke action doesn show right speak violenc psycholog compel horror le violent deadpool feel violent seriou movi clarif ride psychopath complet total nonsens conclus must watch dont need follow do move understand expect typic superhero action film chi battl spectacl wrong expect might ruin experi el found better dark knight rise take one favorit gene woman movi replac anoth movi list may consid great one last thing peopl caus violenc joke would equival good bad ugli inspir three peopl gun duel gold rate score 1010 grade,Neutral
Review 51,"Writer-director Todd Phillips's new movie ""Joker"" appeals to me on multiple levels, primarily by offering an engaging story, strongly rooted in believable reality, related to audiences mainly by opposing protagonist's prevalent dark depressive moods while using often optimistic soundtrack and sound editing, shallow nonetheless rich visuals, angles and framing, theatricality augmented through expressive costumes, props and sets, but most impressively via great principal performances and acting choices made by Joaquin Phoenix in the lead as a title character (under proper fictional name Arthur Fleck), whose sudden uncontrollable and seemingly inappropriate laughter (justified as a medical condition) easily counterpoints the (painful need for) outcry from Gotham (read: any) City masses, hurt and deprived by injustices of their quotidian existence, as well as by Robert De Niro in a quintessential supporting role of a TV-comedy show host Murray Franklin (both worthy of the end-of-the-year acting award considerations), and by setting believable pre-course for the future adventures of the most realistic DC Comics character, the Batman (not a superhero at all, with his extraordinary capabilities rather resulting from his physical fitness and skills combined with high technology employed), who appears here only as a young boy, and whose later adult activities could be understood as largely driven by what has happened to his parents in the final scene of this movie, an event directly inspired by actions of Joker, henceforth his future main nemeses.",writerdirector told phillip new movi joke appeal multipl level primarili offer engag stori strongli root believ realiti relat audienc mainli oppos protagonist preval dark depress mood use often optimist soundtrack sound edit shallow nonetheless rich visual angl frame theatric augment express costum drop set impress via great princip perform act choic made joaquin phoenix lead titl charact proper section name arthur fleck whose sudden uncontrol seemingli inappropri laughter justifi medic condit easili counterpoint pain need outcri gothic read citi mass hurt depriv injustic quotidian exist well robert de no quintessenti support role comedi show host murray franklin worthi endoftheyear act award consider set believ recours futur adventur realist do comic charact batman superhero extraordinari capabl rather result physic fit skill combin high technolog employ appear young boy whose later adult activ could understood larg driven happen parent final scene movi event directli inspir action joke henceforth futur main nemes,Neutral
Review 52,"Absolute disappointment. I believed the hype like a fool. No person that actually saw it told me it was a good movie, just the stupid reviews. It's so cringe, with nothing actually happening except Phoenix smoking and dancing around. There is no action, no substance, no humor. Everything is so cringe and overacted. I suppose if you like those independent movies at TIFF or Cannes this is something for you. If you actually wanna be entertained and see The Joker from the DC, this is not it. Best description is millennial joker. Society is mean to him, nobody gives him anything so he cries and complains about it to get attention. When none is given, he starts killing.",absolut disappoint believ hope like fool person actual saw told good movi stupid review cring noth actual happen except phoenix smoke danc around action substanc humor everyth cring oper suppos like independ move stiff lann someth actual anna entertain see joke do best descript millennium joke societi mean nobodi give anyth cri complain get attent none given start kill,Positive
Review 53,"All the silly kids and people masquerading as film buffs and critics, please just go back to watching your happy go lucky rom coms with happy endings. Just sit in your dark room with your keyboard and make as many comments as you like on marvel movies being the best things you've seen. Maybe even give your mother a shout for more meatloaf while you tell us your thoughts on how the best movies are all crap and delve into how profound Donnie darko was. Keyboard warriors always seem to have thee most ridiculous insights and views on movies. To say this movie is boring is a statement I will never get. And overrated? Don't get my started. There have been so much worse than this movie for that, try avatar, titanic, citizen Kane etc. Doesn't make them bad movies (with the exception of avatar) but apparently overrated means crap now. It's a huge movie franchise, of course it will be hyped up! We have another batman coming out already after only a few short years after the last one ffs. Do you think the marvel films or Star Wars will stop because there was an end game and ending to the skywalker saga? Nope. And do you think these movies wouldn't be overrated at some point? This movie DESERVES to be hyped up. Gotham has never looked more like it should as it does in both animation and in the Arkham game series. I would both love and probably hate there to be a sequel if you get my meaning. The joker is intriguing because of his mysterious past and beginnings, I think this was enough and if we did delve any further we would lose that mysteriousness, but you can't help a small part of you wanting to know more. I read one review where the guy watched it as a date night film and said they didn't like its dark nature and were bored. Who the hell watches this as date movie? Maybe a serial killer. Not exactly a movie to get u in the mood is it. Maybe try hostel or I spit on your grave for next week buddy. I should stop reading reviews on here, they just annoy me. It's worse than YouTube almost...",silli kiss peopl masquerad film puff critic plea go back watch happi go lucki from come happi end sit dark room keyboard make mani comment like marvel move best thing you seen mayb even give mother shout meatloaf tell u thought best move cap delv profound donn dark keyboard warrior alway seem thee ridicul insight view move say movi bore statement never get oper dont get start much wors movi tri altar titan citizen lane etc doesn make bad move except altar appar oper mean cap huge movi franchis cours hope anoth batman come alreadi short year last one ff think marvel film star war stop end game end skywalk sage hope think move wouldn oper point movi deserv hope gothic never look like anim abraham game seri would love probabl hate sequel get mean joke intrigu mysteri past begin think enough delv would lose mysteri can help small part want know read one review guy watch date night film said didn like dark natur bore hell watch date movi mayb aerial killer exactli movi get u mood mayb tri hostel spit grave next week muddi stop read review annoy wors coutur almost,Positive
Review 54,"What a beautify tragedy that was. It was pretty dark. Go watch something light and funny after. Don't get me wrong, it's worth the watch.",beauti tragedi pretti dark go watch someth light funni dont get wrong worth watch,Positive
Review 55,"Best Joker I've seen, Joakim Phoenix does a very impressive role, movie as it is, is also very good, it's not like the Hollywood crap, that they usually do with comics.",best joke give seen joakim phoenix impress role movi also good like hollywood cap usual comic,Positive
Review 56,This my first time writing review about any movie here. Joaquin Phonix is a great actor. He perform very good acting. And this movie is one of the best movie this year. I just love it.,first time write review movi joaquin phoenix great actor perform good act movi one best movi year love,Positive
Review 57,"Amazing character work. Highly enjoyable movie despite the heavy content. Joaquin Phoenix is superb job as Joker. I've always been a big fan of him and I'm so happy that he finally won the academy award that he well and truly deserved.

The writing and Phoenix's is character work as Arthur, who later becomes Joker is tremendous. Author has had an extremely difficult life and he struggles with his mental illness. He ended up committing crimes that definitely makes him a villain, but a villain he audience can sympathize with. It is not a story that encourages violence, but instead, it's a story that describes what kind of events can lead a good person to do horrible things.",amaz charact work highli enjoy movi despit heavi content joaquin phoenix superb job joke give alway big fan in happi final academi award well truli deserv write phoenix charact work arthur later becom joke tremend author extrem difficult life struggl mental ill end commit crime definit make villain villain audienc sympath stori encourag violenc instead stori describ kind event lead good person horribl thing,Positive
Review 58,Dark and very entertaining. Hoping for a joker 2. Would love to see Batman from the view of the joker,dark entertain hope joke 2 would love see batman view joke,Positive
Review 59,"This is a movie for those who likes a dark plot!

The actors are amazing. The story is interesting and you never feel like its boring.

The movie is like a rabbit hole, you just keep running and running but there is no end. It gets deeper and deeper, until you have arrived at the breaking point where he just snaps, and its beautiful.

Thats all i have to say!",movi like dark plot actor amaz stori interest never feel like bore movi like rabbit hole keep run run end get deeper deeper arriv break point snap beauti that say,Positive
Review 60,"Joaquin Phoenix plays the role of Joker absolutely amazingly! The music, casting, storyline was perfect and very much enjoyed it. There was even an applause at the end when I watched it at the cinema.",joaquin phoenix play role joke absolut amazingli music cast storylin perfect much enjoy even applaus end watch cinema,Positive
Review 61,I found this film perfect the acting the sound track the story and I enjoyed it so much,found film perfect act sound track stori enjoy much,Positive
Review 62,"One of the best movie ever! It's dark, it's beautiful in a dramatic way, it's sad, it's scary... It's just one of the movie that you HAVE TO WATCH at least twice cuz you might missed something the first time!

Of course Joaquin Phoenix is great, so is the director and the custom designer, set designer, the choreographer, the composer and so much more to make this another classic to go down the history!",one best movi ever dark beauti dramat way sad scar one movi watch least twice cut might miss someth first time cours joaquin phoenix great director custom design set design choreograph compos much make anoth classic go histori,Positive
Review 63,"I was not a fan of Joaquin Phoneix, but his performance was a career best and his Oscar win a big shock but well deserved. This is the darkest film since American Psycho with a true to characters story that has ever been told. Rejected by mother rejected by society and yet he still smiles. How this film never won best picture is all that's wrong with Oscars and they went with Green book to be safe. Robert de Niro always surprises me how good his acting is. They nominated The film Favorite instead of this film a film where a fat lady gets basted like a turkey and two women fight over right to do it.",fan joaquin phoenix perform career best oscar win big shock well deserv dark film sinc american psychic true charact stori ever told reject mother reject societi yet still smile film never best pictur that wrong scar went green book safe robert de no alway surpris good act nomin film favorit instead film film fat ladi get base like turkey two woman fight right,Positive
Review 64,"I think it's understandable to see why people wouldn't like this movie, it's not a base villian orgin story that we expect from marvel or DC and I think many people expected that going in. The film is very uncomfortable and that's the point. At no point do you feel like the bad things Author is doing is ok, you know it's wrong but you have understanding on why this broken man is making these choices and the situations he's been forced into by predjudice and violence from an outside society. The praise for this movie is well deserved and the messages and themes are important and should be dissected. Though be really for a very bloody and intense experience.",think understand see peopl wouldn like movi base villain origin stori expect marvel do think mani peopl expect go film uncomfort that point point feel like bad thing author ok know wrong understand broken man make choic situat he forc prejudic violenc outsid societi prais movi well deserv messag theme import dissect though realli bloodi intens experi,Positive
Review 65,"Like the headline says, messed up, interesting. No wonder Phoenix won an academy award.",like headlin say miss interest wonder phoenix academi award,Negative
Review 66,"The real clowns here are the people rating this masterpiece of a movie with less than 8*. There is something really wrong in someone's head when he rates this movie with 1* like it's the worst movie ever made! Ok, we get it snowflakes, you want to feel different. Dissing this great film makes you feel good? Believe me, just stay away from reviews like that, they don't even worth a glance. See this great movie for yourselves. At the least, I guarantee you will not waste your time.",real clown peopl rate masterpiec movi le 8 someth realli wrong someon head rate movi 1 like worst movi ever made ok get snowflak want feel differ kiss great film make feel good believ stay away review like dont even worth glanc see great movi least guarante wast time,Negative
Review 67,"W.O.W!!! What can I say about how brilliant Phoenix act performance is ?? In shortcut,movie of the year 💯/💯👏",now say brilliant phoenix act perform shortcutmovi year,Neutral
Review 68,The ending is what matters in a movie. And this movie has a kind of ending which would leave many speechless. It's indeed a masterpiece:),end matter movi movi kind end would leav mani speechless inde masterpiec,Positive
Review 69,"I don't understand why some people find it boring when this feels like watching someone's documentar.

All you people think is just fight scenes, that's why you'll never find any substance of any other types.

Hollywood's modern superhero genre movies are seriously predictable and cliche, this movie is probably not, maybe. So, go on",dont understand peopl find bore feel like watch someon documentari peopl think fight scene that you never find substanc type hollywood modern superhero gene move serious predict calech movi probabl mayb go,Negative
Review 70,"I do agree that Joaquin's performance was great, very well done and not an easy part to pull off. That however, was the only good part of the film. Movie was dark as I expected, but so much SLOW dialog it was putting me to sleep. Parts of the movie were VERY predictable, though a couple (literally two) of surprises that were good but didn't out weigh a very slow moving poorly laid out story. I say skip this one and wait for it to hit the other subscription services, I'd ask for my money back but I did stay till the end.",agre joaquin perform great well done easi part pull howev good part film movi dark expect much slow diplo put sleep part movi predict though coupl liter two surpris good didn weigh slow move poorli laid stori say skin one wait hit subscript servic id ask money back stay till end,Negative
Review 71,"Joker is a unique experience It is more than a movie. It is very relatable, there are still a lot of jokers out there who are being bullied and mistreated day in and day out this movie speaks for the weak and unheard voices of the society we live in.",joke uniqu experi movi reliabl still lot joke pull mistreat day day movi speak weak unheard voic societi live,Positive
Review 72,"An outstanding performance by Joaquin Phoenix which completely embodies Joker's character. This is a film which people, decades from now, will be watching and inevitably will be rendered speechless by how exceptional it is.",outstand perform joaquin phoenix complet embodi joke charact film peopl decad watch inevit render speechless except,Positive
Review 73,"This movie is so strong and Mr Phoenix so impressive that I can nothing but pray to god and say thank you for the creation of those emotions I got watching this movie.

It is the most brutal story about (lack of) love I have ever seen. Brutally human, political and mind blowing especially in regards to the deep connection you get to a person in our society that is in so deep need of just human warmth.

The movie is a piece of art and I have rarely felt such emotions watching violent scenes.

Must see and ""must discuss""

Peace.",movi strong mr phoenix impress noth pray god say thank creation emot got watch movi brutal stori lack love ever seen brutal human polit mind blow especi regard deep connect get person societi deep need human warmth movi piec art rare felt emot watch violent scene must see must discus peac,Positive
Review 74,"This is a stunning piece of work from JP and director Todd Phillips , totalling exceeded expectations and a truly Oscar worthy performance. A mesmerising tour de force from start to finish...excellent",stun piec work up director told phillip total exceed expect truli oscar worthi perform mesmeris tour de forc start finishexcel,Positive
